지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 06월,Unnamed: 5,2015년 07월,Unnamed: 7,2015년 08월,Unnamed: 9,2015년 09월,Unnamed: 11,2015년 10월,Unnamed: 13,2015년 11월,Unnamed: 15,2015년 12월,Unnamed: 17,2016년 01월,Unnamed: 19,2016년 02월,Unnamed: 21,2016년 03월,Unnamed: 23,2016년 04월,Unnamed: 25,2016년 05월,Unnamed: 27,2016년 06월,Unnamed: 29,2016년 07월,Unnamed: 31,2016년 08월,Unnamed: 33,2016년 09월,Unnamed: 35,2016년 10월,Unnamed: 37,2016년 11월,Unnamed: 39,2016년 12월,Unnamed: 41,2017년 01월,Unnamed: 43,2017년 02월,Unnamed: 45,2017년 03월,Unnamed: 47,2017년 04월,Unnamed: 49,2017년 05월,Unnamed: 51,2017년 06월,Unnamed: 53,2017년 07월,Unnamed: 55,2017년 08월,Unnamed: 57,2017년 09월,Unnamed: 59,2017년 10월,Unnamed: 61,2017년 11월,Unnamed: 63,2017년 12월,Unnamed: 65,2018년 01월,Unnamed: 67,2018년 02월,Unnamed: 69,2018년 03월,Unnamed: 71,2018년 04월,Unnamed: 73,2018년 05월,Unnamed: 75,2018년 06월,Unnamed: 77,2018년 07월,Unnamed: 79,2018년 08월,Unnamed: 81,2018년 09월,Unnamed: 83,2018년 10월,Unnamed: 85,2018년 11월,Unnamed: 87,2018년 12월,Unnamed: 89,2019년 01월,Unnamed: 91,2019년 02월,Unnamed: 93,2019년 03월,Unnamed: 95,2019년 04월,Unnamed: 97,2019년 05월,Unnamed: 99,2019년 06월,Unnamed: 101,2019년 07월,Unnamed: 103,2019년 08월,Unnamed: 105,2019년 09월,Unnamed: 107,2019년 10월,Unnamed: 109,2019년 11월,Unnamed: 111,2019년 12월,Unnamed: 113,2020년 01월,Unnamed: 115,2020년 02월,Unnamed: 117,2020년 03월,Unnamed: 119,2020년 04월,Unnamed: 121,2020년 05월,Unnamed: 123,2020년 06월,Unnamed: 125,2020년 07월,Unnamed: 127,2020년 08월,Unnamed: 129,2020년 09월,Unnamed: 131,2020년 10월,Unnamed: 133,2020년 11월,Unnamed: 135,2020년 12월,Unnamed: 137
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
,,도심권,,103.45,-,103.093,-0.34,102.79,-0.29,102.723,-0.07,102.475,-0.24,102.332,-0.14,102.253,-0.08,102.205,-0.05,102.162,-0.04,102.095,-0.07,102.079,-0.02,102.08,0,101.995,-0.08,101.829,-0.16,101.678,-0.15,101.533,-0.14,101.383,-0.15,101.239,-0.14,101.101,-0.14,100.964,-0.14,100.903,-0.06,100.782,-0.12,100.656,-0.13,100.542,-0.11,100.415,-0.13,100.262,-0.15,100.185,-0.08,100.121,-0.06,100.052,-0.07,100,-0.05,99.966,-0.03,99.953,-0.01,99.903,-0.05,99.907,0,99.897,-0.01,99.867,-0.03,99.854,-0.01,99.812,-0.04,99.789,-0.02,99.726,-0.06,99.766,0.04,99.771,0.01,99.793,0.02,99.686,-0.11,99.662,-0.02,99.684,0.02,99.715,0.03,99.733,0.02,99.75,0.02,99.757,0.01,99.767,0.01,99.747,-0.02,99.721,-0.03,99.652,-0.07,99.631,-0.02,99.731,0.1,99.73,0,99.723,-0.01,99.719,0,99.711,-0.01,99.701,-0.01,99.663,-0.04,99.617,-0.05,99.598,-0.02,99.602,0,99.64,0.04,99.795,0.16
,,,종로구,105.716,-,104.951,-0.72,104.596,-0.34,104.634,0.04,104,-0.61,103.829,-0.16,103.83,0,103.824,-0.01,103.785,-0.04,103.72,-0.06,103.83,0.11,103.956,0.12,103.852,-0.1,103.641,-0.2,103.385,-0.25,103.216,-0.16,102.963,-0.25,102.654,-0.3,102.404,-0.24,102.309,-0.09,102.137,-0.17,101.904,-0.23,101.678,-0.22,101.438,-0.24,101.054,-0.38,100.764,-0.29,100.452,-0.31,100.335,-0.12,100.229,-0.11,100,-0.23,99.954,-0.05,99.898,-0.06,99.79,-0.11,99.814,0.02,99.788,-0.03,99.638,-0.15,99.574,-0.06,99.355,-0.22,99.34,-0.01,99.155,-0.19,99.189,0.03,99.113,-0.08,99.13,0.02,98.729,-0.4,98.4,-0.33,98.505,0.11,98.53,0.02,98.559,0.03,98.578,0.02,98.586,0.01,98.626,0.04,98.605,-0.02,98.619,0.01,98.405,-0.22,98.423,0.02,98.739,0.32,98.779,0.04,98.816,0.04,98.836,0.02,98.82,-0.02,98.814,-0.01,98.721,-0.09,98.697,-0.02,98.676,-0.02,98.677,0,98.748,0.07,99.008,0.26
,,,중구,103.532,-,103.344,-0.18,102.96,-0.37,102.95,-0.01,102.8,-0.15,102.599,-0.2,102.461,-0.13,102.433,-0.03,102.378,-0.05,102.305,-0.07,102.206,-0.1,102.137,-0.07,102.111,-0.03,102.039,-0.07,101.873,-0.16,101.69,-0.18,101.519,-0.17,101.17,-0.34,101.058,-0.11,100.946,-0.11,100.887,-0.06,100.739,-0.15,100.623,-0.11,100.621,0,100.524,-0.1,100.191,-0.33,100.131,-0.06,100.012,-0.12,99.961,-0.05,100,0.04,99.913,-0.09,99.892,-0.02,99.819,-0.07,99.812,-0.01,99.816,0,99.818,0,99.819,0,99.814,-0.01,99.789,-0.02,99.718,-0.07,99.845,0.13,99.841,0,99.843,0,99.7,-0.14,99.721,0.02,99.686,-0.04,99.691,0.01,99.692,0,99.713,0.02,99.722,0.01,99.734,0.01,99.68,-0.05,99.657,-0.02,99.59,-0.07,99.552,-0.04,99.478,-0.07,99.448,-0.03,99.434,-0.01,99.427,-0.01,99.402,-0.03,99.397,-0.01,99.363,-0.03,99.308,-0.06,99.279,-0.03,99.295,0.02,99.354,0.06,99.446,0.09
,,,용산구,102.564,-,102.269,-0.29,102.028,-0.24,101.891,-0.13,101.735,-0.15,101.633,-0.1,101.555,-0.08,101.481,-0.07,101.443,-0.04,101.379,-0.06,101.361,-0.02,101.351,-0.01,101.243,-0.11,101.044,-0.2,100.94,-0.1,100.823,-0.12,100.721,-0.1,100.746,0.02,100.637,-0.11,100.472,-0.16,100.451,-0.02,100.386,-0.06,100.291,-0.09,100.166,-0.13,100.118,-0.05,100.111,-0.01,100.112,0,100.097,-0.01,100.034,-0.06,100,-0.03,100.002,0,100.008,0.01,99.994,-0.01,99.996,0,99.985,-0.01,99.981,0,99.978,0,99.979,0,99.956,-0.02,99.942,-0.01,99.933,-0.01,99.973,0.04,100.007,0.03,100.033,0.03,100.096,0.06,100.12,0.02,100.168,0.05,100.192,0.02,100.205,0.01,100.212,0.01,100.209,0,100.208,0,100.167,-0.04,100.15,-0.02,100.126,-0.02,100.235,0.11,100.234,0,100.211,-0.02,100.199,-0.01,100.204,0,100.19,-0.01,100.173,-0.02,100.123,-0.05,100.112,-0.01,100.109,0,100.12,0.01,100.267,0.15
,,동북권,,103.741,-,103.426,-0.3,103.181,-0.24,102.951,-0.22,102.558,-0.38,101.968,-0.58,101.629,-0.33,101.562,-0.07,101.466,-0.09,101.401,-0.06,101.374,-0.03,101.306,-0.07,101.211,-0.09,101.078,-0.13,100.958,-0.12,100.865,-0.09,100.744,-0.12,100.646,-0.1,100.571,-0.07,100.543,-0.03,100.521,-0.02,100.498,-0.02,100.446,-0.05,100.382,-0.06,100.312,-0.07,100.253,-0.06,100.211,-0.04,100.142,-0.07,100.081,-0.06,100,-0.08,99.892,-0.11,99.832,-0.06,99.766,-0.07,99.731,-0.03,99.752,0.02,99.73,-0.02,99.694,-0.04,99.652,-0.04,99.613,-0.04,99.596,-0.02,99.568,-0.03,99.566,0,99.545,-0.02,99.537,-0.01,99.549,0.01,99.613,0.06,99.643,0.03,99.644,0,99.66,0.02,99.652,-0.01,99.622,-0.03,99.604,-0.02,99.575,-0.03,99.511,-0.06,99.459,-0.05,99.414,-0.04,99.409,0,99.402,-0.01,99.377,-0.02,99.356,-0.02,99.335,-0.02,99.303,-0.03,99.278,-0.03,99.242,-0.04,99.255,0.01,99.307,0.05,99.392,0.09
,,,성동구,105.033,-,104.743,-0.28,104.552,-0.18,104.076,-0.45,103.2,-0.84,102.606,-0.58,101.972,-0.62,101.811,-0.16,101.718,-0.09,101.621,-0.09,101.65,0.03,101.665,0.01,101.56,-0.1,101.436,-0.12,101.182,-0.25,101.109,-0.07,100.941,-0.17,100.865,-0.07,100.82,-0.05,100.821,0,100.752,-0.07,100.687,-0.06,100.644,-0.04,100.599,-0.04,100.538,-0.06,100.438,-0.1,100.408,-0.03,100.253,-0.15,100.164,-0.09,100,-0.16,99.272,-0.73,99.2,-0.07,99.185,-0.01,99.166,-0.02,99.237,0.07,99.279,0.04,99.315,0.04,99.347,0.03,99.362,0.02,99.354,-0.01,99.309,-0.04,99.279,-0.03,99.25,-0.03,99.222,-0.03,99.174,-0.05,99.213,0.04,99.228,0.01,99.25,0.02,99.26,0.01,99.272,0.01,99.26,-0.01,99.243,-0.02,99.198,-0.05,99.147,-0.05,99.081,-0.07,99.045,-0.04,99.019,-0.03,98.989,-0.03,98.961,-0.03,98.953,-0.01,98.986,0.03,98.936,-0.05,98.885,-0.05,98.835,-0.05,98.852,0.02,99.015,0.16,99.129,0.12
,,,광진구,106.325,-,105.799,-0.5,105.384,-0.39,104.89,-0.47,103.968,-0.88,102.871,-1.05,102.19,-0.66,102.377,0.18,102.069,-0.3,101.901,-0.17,101.774,-0.12,101.586,-0.18,101.606,0.02,101.493,-0.11,101.326,-0.16,101.302,-0.02,101.213,-0.09,100.992,-0.22,100.932,-0.06,100.91,-0.02,100.919,0.01,100.868,-0.05,100.835,-0.03,100.786,-0.05,100.618,-0.17,100.447,-0.17,100.361,-0.09,100.244,-0.12,100.182,-0.06,100,-0.18,99.508,-0.49,98.948,-0.56,98.471,-0.48,98.444,-0.03,98.5,0.06,98.639,0.14,98.74,0.1,98.952,0.21,98.962,0.01,98.938,-0.02,98.862,-0.08,98.824,-0.04,98.696,-0.13,98.754,0.06,98.759,0,99.008,0.25,99.036,0.03,99.051,0.02,99.051,0,98.981,-0.07,98.786,-0.2,98.663,-0.12,98.475,-0.19,98.294,-0.18,98,-0.3,97.811,-0.19,97.769,-0.04,97.664,-0.11,97.622,-0.04,97.618,0,97.514,-0.11,97.396,-0.12,97.119,-0.29,96.945,-0.18,96.945,0,96.982,0.04,97.108,0.13
,,,동대문구,103.467,-,103.238,-0.22,102.977,-0.25,102.699,-0.27,102.764,0.06,102.507,-0.25,102.013,-0.48,102.017,0,101.998,-0.02,101.899,-0.1,101.876,-0.02,101.732,-0.14,101.544,-0.18,101.357,-0.18,101.203,-0.15,101.144,-0.06,101.016,-0.13,100.947,-0.07,100.909,-0.04,100.904,0,100.854,-0.05,100.823,-0.03,100.664,-0.16,100.551,-0.11,100.484,-0.07,100.388,-0.1,100.368,-0.02,100.284,-0.08,100.126,-0.16,100,-0.13,100.017,0.02,99.962,-0.06,100.015,0.05,99.907,-0.11,99.849,-0.06,99.863,0.01,99.859,0,99.87,0.01,99.858,-0.01,99.825,-0.03,99.777,-0.05,99.827,0.05,99.771,-0.06,99.708,-0.06,99.546,-0.16,99.364,-0.18,99.32,-0.04,99.328,0.01,99.3,-0.03,99.274,-0.03,99.296,0.02,99.359,0.06,99.488,0.13,99.55,0.06,99.554,0,99.637,0.08,99.742,0.11,99.903,0.16,99.869,-0.03,99.846,-0.02,99.811,-0.04,99.797,-0.01,99.823,0.03,99.788,-0.03,99.794,0.01,99.843,0.05,99.886,0.04
,,,중랑구,104.404,-,104.071,-0.32,103.748,-0.31,103.417,-0.32,102.907,-0.49,101.904,-0.97,101.57,-0.33,101.25,-0.31,101.121,-0.13,101.047,-0.07,100.971,-0.08,100.951,-0.02,100.897,-0.05,100.825,-0.07,100.762,-0.06,100.716,-0.05,100.571,-0.14,100.502,-0.07,100.457,-0.04,100.457,0,100.463,0.01,100.45,-0.01,100.442,-0.01,100.348,-0.09,100.38,0.03,100.258,-0.12,100.194,-0.06,100.125,-0.07,100.09,-0.03,100,-0.09,99.958,-0.04,99.942,-0.02,99.905,-0.04,99.878,-0.03,99.845,-0.03,99.793,-0.05,99.744,-0.05,99.7,-0.04,99.669,-0.03,99.664,-0.01,99.644,-0.02,99.697,0.05,99.706,0.01,99.712,0.01,99.749,0.04,99.757,0.01,99.776,0.02,99.76,-0.02,99.766,0.01,99.78,0.01,99.788,0.01,99.775,-0.01,99.825,0.05,99.822,0,99.812,-0.01,99.804,-0.01,99.787,-0.02,99.823,0.04,99.821,0,99.813,-0.01,99.791,-0.02,99.722,-0.07,99.617,-0.11,99.505,-0.11,99.524,0.02,99.577,0.05,99.657,0.08
,,,성북구,104.594,-,104.012,-0.56,103.425,-0.56,103.534,0.11,103.124,-0.4,102.763,-0.35,102.985,0.22,102.992,0.01,103.001,0.01,103.011,0.01,102.988,-0.02,102.975,-0.01,102.681,-0.29,102.341,-0.33,102.093,-0.24,101.791,-0.3,101.437,-0.35,101.128,-0.3,100.809,-0.32,100.63,-0.18,100.6,-0.03,100.602,0,100.601,0,100.563,-0.04,100.56,0,100.522,-0.04,100.465,-0.06,100.31,-0.15,100.14,-0.17,100,-0.14,100.069,0.07,100.061,-0.01,99.946,-0.11,99.816,-0.13,99.818,0,99.803,-0.01,99.798,0,99.754,-0.04,99.719,-0.03,99.686,-0.03,99.672,-0.01,99.666,-0.01,99.666,0,99.696,0.03,99.819,0.12,99.936,0.12,100.007,0.07,99.984,-0.02,100.01,0.03,99.978,-0.03,99.891,-0.09,99.804,-0.09,99.73,-0.07,99.599,-0.13,99.456,-0.14,99.388,-0.07,99.363,-0.02,99.312,-0.05,99.28,-0.03,99.225,-0.06,99.173,-0.05,99.121,-0.05,99.102,-0.02,99.115,0.01,99.128,0.01,99.171,0.04,99.232,0.06
,,,강북구,102.002,-,101.763,-0.23,101.969,0.2,102.121,0.15,101.912,-0.2,101.536,-0.37,101.266,-0.27,101.194,-0.07,101.13,-0.06,101.08,-0.05,101.055,-0.02,100.995,-0.06,100.953,-0.04,100.917,-0.04,100.83,-0.09,100.728,-0.1,100.662,-0.07,100.841,0.18,100.819,-0.02,100.813,-0.01,100.732,-0.08,100.701,-0.03,100.426,-0.27,100.338,-0.09,100.271,-0.07,100.22,-0.05,100.107,-0.11,100.048,-0.06,100.03,-0.02,100,-0.03,99.956,-0.04,99.949,-0.01,99.863,-0.09,99.892,0.03,99.952,0.06,99.882,-0.07,99.855,-0.03,99.8,-0.06,99.724,-0.08,99.633,-0.09,99.559,-0.07,99.513,-0.05,99.477,-0.04,99.402,-0.08,99.524,0.12,99.766,0.24,99.863,0.1,99.846,-0.02,99.816,-0.03,99.85,0.03,99.835,-0.02,99.813,-0.02,99.745,-0.07,99.732,-0.01,99.726,-0.01,99.668,-0.06,99.606,-0.06,99.539,-0.07,99.483,-0.06,99.441,-0.04,99.374,-0.07,99.306,-0.07,99.171,-0.14,99.071,-0.1,99.067,0,99.091,0.03,99.237,0.15
,,,도봉구,102.343,-,102.273,-0.07,102.359,0.08,102.143,-0.21,102.065,-0.08,101.732,-0.33,101.494,-0.23,101.388,-0.1,101.229,-0.16,101.153,-0.07,101.106,-0.05,101.017,-0.09,100.927,-0.09,100.751,-0.17,100.705,-0.05,100.602,-0.1,100.578,-0.02,100.548,-0.03,100.516,-0.03,100.517,0,100.509,-0.01,100.49,-0.02,100.449,-0.04,100.403,-0.05,100.232,-0.17,100.213,-0.02,100.11,-0.1,100.081,-0.03,100.059,-0.02,100,-0.06,99.848,-0.15,99.803,-0.05,99.794,-0.01,99.787,-0.01,99.878,0.09,99.851,-0.03,99.823,-0.03,99.497,-0.33,99.363,-0.13,99.363,0,99.387,0.02,99.45,0.06,99.458,0.01,99.446,-0.01,99.489,0.04,99.518,0.03,99.495,-0.02,99.532,0.04,99.536,0,99.496,-0.04,99.501,0,99.549,0.05,99.64,0.09,99.615,-0.02,99.669,0.05,99.714,0.05,99.694,-0.02,99.632,-0.06,99.626,-0.01,99.609,-0.02,99.562,-0.05,99.565,0,99.545,-0.02,99.547,0,99.547,0,99.58,0.03,99.688,0.11
,,,노원구,103.199,-,102.891,-0.3,102.617,-0.27,102.347,-0.26,101.942,-0.4,101.218,-0.71,100.795,-0.42,100.74,-0.05,100.652,-0.09,100.602,-0.05,100.599,0,100.522,-0.08,100.501,-0.02,100.457,-0.04,100.406,-0.05,100.361,-0.05,100.312,-0.05,100.225,-0.09,100.196,-0.03,100.189,-0.01,100.184,0,100.171,-0.01,100.146,-0.02,100.084,-0.06,100.011,-0.07,99.998,-0.01,100.007,0.01,100.004,0,100.001,0,100,0,100.054,0.05,100.055,0,100.004,-0.05,100.007,0,100.02,0.01,99.943,-0.08,99.822,-0.12,99.815,-0.01,99.779,-0.04,99.777,0,99.749,-0.03,99.704,-0.05,99.692,-0.01,99.689,0,99.7,0.01,99.802,0.1,99.863,0.06,99.856,-0.01,99.904,0.05,99.921,0.02,99.897,-0.02,99.873,-0.02,99.773,-0.1,99.668,-0.11,99.625,-0.04,99.521,-0.1,99.521,0,99.522,0,99.5,-0.02,99.481,-0.02,99.502,0.02,99.501,0,99.565,0.07,99.561,0,99.587,0.03,99.618,0.03,99.686,0.07
,,서북권,,105.635,-,105.382,-0.24,105.1,-0.27,104.609,-0.47,104.039,-0.55,103.691,-0.33,103.445,-0.24,103.282,-0.16,103.099,-0.18,102.976,-0.12,102.886,-0.09,102.92,0.03,102.675,-0.24,102.378,-0.29,102.14,-0.23,101.936,-0.2,101.694,-0.24,101.402,-0.29,101.218,-0.18,101.051,-0.16,100.918,-0.13,100.776,-0.14,100.579,-0.2,100.481,-0.1,100.354,-0.13,100.293,-0.06,100.227,-0.07,100.169,-0.06,100.113,-0.06,100,-0.11,100.053,0.05,99.922,-0.13,99.873,-0.05,99.877,0,99.859,-0.02,99.894,0.03,99.848,-0.05,99.834,-0.01,99.884,0.05,99.817,-0.07,99.864,0.05,99.895,0.03,99.887,-0.01,99.799,-0.09,99.764,-0.03,99.934,0.17,100.097,0.16,100.108,0.01,100.064,-0.04,100.072,0.01,100.148,0.08,100.166,0.02,100.115,-0.05,100.035,-0.08,99.955,-0.08,99.921,-0.03,99.841,-0.08,99.798,-0.04,99.753,-0.04,99.749,0,99.692,-0.06,99.597,-0.1,99.518,-0.08,99.514,0,99.542,0.03,99.574,0.03,99.666,0.09
,,,은평구,105.96,-,105.671,-0.27,105.24,-0.41,104.688,-0.52,104.017,-0.64,103.751,-0.26,103.572,-0.17,103.483,-0.09,103.385,-0.09,103.329,-0.05,103.222,-0.1,103.348,0.12,103.095,-0.25,102.734,-0.35,102.5,-0.23,102.322,-0.17,102.123,-0.19,101.879,-0.24,101.79,-0.09,101.642,-0.14,101.449,-0.19,101.35,-0.1,101.149,-0.2,101.009,-0.14,100.828,-0.18,100.746,-0.08,100.523,-0.22,100.361,-0.16,100.174,-0.19,100,-0.17,100.054,0.05,99.952,-0.1,99.858,-0.09,99.791,-0.07,99.802,0.01,99.75,-0.05,99.717,-0.03,99.653,-0.06,99.708,0.06,99.634,-0.07,99.681,0.05,99.695,0.01,99.708,0.01,99.471,-0.24,99.544,0.07,99.826,0.28,99.993,0.17,100.022,0.03,100.02,0,99.95,-0.07,99.921,-0.03,99.959,0.04,99.921,-0.04,99.831,-0.09,99.759,-0.07,99.808,0.05,99.733,-0.08,99.716,-0.02,99.687,-0.03,99.685,0,99.655,-0.03,99.663,0.01,99.636,-0.03,99.553,-0.08,99.577,0.02,99.583,0.01,99.687,0.1
,,,서대문구,105.972,-,105.8,-0.16,105.558,-0.23,105.054,-0.48,104.564,-0.47,104.213,-0.34,103.824,-0.37,103.609,-0.21,103.471,-0.13,103.349,-0.12,103.28,-0.07,103.195,-0.08,102.888,-0.3,102.751,-0.13,102.547,-0.2,102.293,-0.25,101.935,-0.35,101.505,-0.42,101.288,-0.21,101.071,-0.21,100.988,-0.08,100.795,-0.19,100.582,-0.21,100.404,-0.18,100.247,-0.16,100.124,-0.12,100.028,-0.1,100.039,0.01,100.109,0.07,100,-0.11,100.036,0.04,99.967,-0.07,99.926,-0.04,99.861,-0.07,99.841,-0.02,99.888,0.05,99.721,-0.17,99.762,0.04,99.797,0.04,99.728,-0.07,99.73,0,99.758,0.03,99.823,0.06,99.968,0.15,100.058,0.09,100.144,0.09,100.185,0.04,100.225,0.04,100.218,-0.01,100.219,0,100.284,0.07,100.251,-0.03,100.202,-0.05,100.067,-0.13,99.922,-0.14,99.864,-0.06,99.821,-0.04,99.78,-0.04,99.749,-0.03,99.758,0.01,99.722,-0.04,99.61,-0.11,99.609,0,99.598,-0.01,99.624,0.03,99.66,0.04,99.8,0.14
,,,마포구,105.209,-,104.928,-0.27,104.737,-0.18,104.304,-0.41,103.756,-0.53,103.346,-0.4,103.147,-0.19,102.962,-0.18,102.679,-0.27,102.502,-0.17,102.41,-0.09,102.455,0.04,102.26,-0.19,101.901,-0.35,101.636,-0.26,101.445,-0.19,101.243,-0.2,101.006,-0.23,100.776,-0.23,100.627,-0.15,100.504,-0.12,100.365,-0.14,100.18,-0.18,100.162,-0.02,100.09,-0.07,100.082,-0.01,100.145,0.06,100.117,-0.03,100.074,-0.04,100,-0.07,100.064,0.06,99.864,-0.2,99.844,-0.02,99.955,0.11,99.917,-0.04,100.01,0.09,100.044,0.03,100.028,-0.02,100.083,0.06,100.025,-0.06,100.105,0.08,100.152,0.05,100.073,-0.08,99.929,-0.14,99.717,-0.21,99.862,0.15,100.113,0.25,100.088,-0.02,99.984,-0.1,100.057,0.07,100.223,0.17,100.264,0.04,100.201,-0.06,100.17,-0.03,100.133,-0.04,100.05,-0.08,99.937,-0.11,99.872,-0.06,99.804,-0.07,99.786,-0.02,99.694,-0.09,99.529,-0.17,99.349,-0.18,99.414,0.07,99.448,0.03,99.496,0.05,99.542,0.05
,강남지역,,,104.249,-,103.927,-0.31,103.771,-0.15,103.651,-0.12,103.536,-0.11,103.354,-0.18,102.964,-0.38,102.765,-0.19,102.601,-0.16,102.558,-0.04,102.492,-0.06,102.372,-0.12,102.181,-0.19,102.053,-0.13,101.88,-0.17,101.77,-0.11,101.581,-0.19,101.407,-0.17,101.302,-0.1,101.253,-0.05,101.197,-0.06,101.094,-0.1,100.998,-0.09,100.854,-0.14,100.585,-0.27,100.438,-0.15,100.238,-0.2,100.206,-0.03,100.15,-0.06,100,-0.15,99.945,-0.05,99.804,-0.14,99.693,-0.11,99.749,0.06,99.72,-0.03,99.766,0.05,99.801,0.04,99.71,-0.09,99.585,-0.13,99.496,-0.09,99.432,-0.06,99.392,-0.04,99.416,0.02,99.455,0.04,99.534,0.08,99.601,0.07,99.572,-0.03,99.547,-0.03,99.567,0.02,99.526,-0.04,99.479,-0.05,99.445,-0.03,99.348,-0.1,99.229,-0.12,99.159,-0.07,98.947,-0.21,98.922,-0.02,98.904,-0.02,98.92,0.02,98.914,-0.01,98.855,-0.06,98.765,-0.09,98.598,-0.17,98.505,-0.09,98.532,0.03,98.579,0.05,98.682,0.1
,,서남권,,104.408,-,104.092,-0.3,103.9,-0.18,103.613,-0.28,103.405,-0.2,103.133,-0.26,102.758,-0.36,102.537,-0.21,102.422,-0.11,102.419,0,102.375,-0.04,102.306,-0.07,102.127,-0.17,101.975,-0.15,101.842,-0.13,101.716,-0.12,101.571,-0.14,101.368,-0.2,101.249,-0.12,101.194,-0.05,101.124,-0.07,101.015,-0.11,100.867,-0.15,100.708,-0.16,100.493,-0.21,100.396,-0.1,100.265,-0.13,100.228,-0.04,100.165,-0.06,100,-0.16,99.933,-0.07,99.803,-0.13,99.59,-0.21,99.528,-0.06,99.544,0.02,99.524,-0.02,99.534,0.01,99.353,-0.18,99.22,-0.13,99.002,-0.22,98.923,-0.08,98.882,-0.04,98.887,0,99.027,0.14,99.094,0.07,99.107,0.01,99.15,0.04,99.134,-0.02,99.178,0.04,99.125,-0.05,99.062,-0.06,98.996,-0.07,98.883,-0.11,98.739,-0.15,98.617,-0.12,98.393,-0.23,98.371,-0.02,98.344,-0.03,98.329,-0.02,98.315,-0.01,98.273,-0.04,98.19,-0.08,98.086,-0.11,98.002,-0.09,98.029,0.03,98.066,0.04,98.201,0.14
,,,양천구,106.27,-,105.995,-0.26,105.775,-0.21,105.216,-0.53,104.862,-0.34,104.513,-0.33,103.843,-0.64,103.581,-0.25,103.398,-0.18,103.351,-0.05,103.348,0,103.176,-0.17,102.893,-0.27,102.62,-0.27,102.322,-0.29,101.938,-0.38,101.74,-0.19,101.233,-0.5,100.968,-0.26,100.922,-0.05,100.929,0.01,100.879,-0.05,100.796,-0.08,100.716,-0.08,100.468,-0.25,100.369,-0.1,100.342,-0.03,100.283,-0.06,100.184,-0.1,100,-0.18,99.842,-0.16,99.316,-0.53,98.936,-0.38,98.684,-0.26,98.94,0.26,99.234,0.3,99.047,-0.19,98.406,-0.65,97.822,-0.59,97.262,-0.57,97.001,-0.27,96.897,-0.11,96.811,-0.09,96.776,-0.04,96.82,0.04,96.68,-0.14,96.744,0.07,96.636,-0.11,96.665,0.03,96.506,-0.16,96.305,-0.21,96.213,-0.1,96.005,-0.22,95.708,-0.31,95.275,-0.45,94.712,-0.59,94.808,0.1,94.835,0.03,94.9,0.07,94.952,0.06,94.949,0,94.849,-0.11,94.761,-0.09,94.622,-0.15,94.652,0.03,94.662,0.01,94.815,0.16
,,,강서구,103.641,-,103.078,-0.54,102.688,-0.38,102.434,-0.25,102.356,-0.08,102.271,-0.08,102.176,-0.09,101.928,-0.24,101.824,-0.1,101.834,0.01,101.784,-0.05,101.713,-0.07,101.482,-0.23,101.219,-0.26,101.176,-0.04,101.127,-0.05,100.931,-0.19,100.87,-0.06,100.828,-0.04,100.786,-0.04,100.785,0,100.666,-0.12,100.552,-0.11,100.463,-0.09,100.396,-0.07,100.325,-0.07,100.221,-0.1,100.175,-0.05,100.143,-0.03,100,-0.14,99.847,-0.15,99.725,-0.12,99.183,-0.54,99.192,0.01,98.956,-0.24,98.808,-0.15,98.876,0.07,98.748,-0.13,98.802,0.05,98.59,-0.21,98.582,-0.01,98.559,-0.02,98.591,0.03,98.678,0.09,98.721,0.04,98.719,0,98.726,0.01,98.685,-0.04,98.666,-0.02,98.658,-0.01,98.599,-0.06,98.558,-0.04,98.485,-0.07,98.433,-0.05,98.426,-0.01,98.231,-0.2,98.237,0.01,98.225,-0.01,98.204,-0.02,98.176,-0.03,98.146,-0.03,98.091,-0.06,97.984,-0.11,97.861,-0.13,97.871,0.01,97.928,0.06,98.113,0.19
