지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 01월,Unnamed: 5,2015년 02월,Unnamed: 7,2015년 03월,Unnamed: 9,2015년 04월,Unnamed: 11,2015년 05월,Unnamed: 13,2015년 06월,Unnamed: 15,2015년 07월,Unnamed: 17,2015년 08월,Unnamed: 19,2015년 09월,Unnamed: 21,2015년 10월,Unnamed: 23,2015년 11월,Unnamed: 25,2015년 12월,Unnamed: 27,2016년 01월,Unnamed: 29,2016년 02월,Unnamed: 31,2016년 03월,Unnamed: 33,2016년 04월,Unnamed: 35,2016년 05월,Unnamed: 37,2016년 06월,Unnamed: 39,2016년 07월,Unnamed: 41,2016년 08월,Unnamed: 43,2016년 09월,Unnamed: 45,2016년 10월,Unnamed: 47,2016년 11월,Unnamed: 49,2016년 12월,Unnamed: 51,2017년 01월,Unnamed: 53,2017년 02월,Unnamed: 55,2017년 03월,Unnamed: 57,2017년 04월,Unnamed: 59,2017년 05월,Unnamed: 61,2017년 06월,Unnamed: 63,2017년 07월,Unnamed: 65,2017년 08월,Unnamed: 67,2017년 09월,Unnamed: 69,2017년 10월,Unnamed: 71,2017년 11월,Unnamed: 73,2017년 12월,Unnamed: 75,2018년 01월,Unnamed: 77,2018년 02월,Unnamed: 79,2018년 03월,Unnamed: 81,2018년 04월,Unnamed: 83,2018년 05월,Unnamed: 85,2018년 06월,Unnamed: 87,2018년 07월,Unnamed: 89,2018년 08월,Unnamed: 91,2018년 09월,Unnamed: 93,2018년 10월,Unnamed: 95,2018년 11월,Unnamed: 97,2018년 12월,Unnamed: 99,2019년 01월,Unnamed: 101,2019년 02월,Unnamed: 103,2019년 03월,Unnamed: 105,2019년 04월,Unnamed: 107,2019년 05월,Unnamed: 109,2019년 06월,Unnamed: 111,2019년 07월,Unnamed: 113,2019년 08월,Unnamed: 115,2019년 09월,Unnamed: 117,2019년 10월,Unnamed: 119,2019년 11월,Unnamed: 121,2019년 12월,Unnamed: 123,2020년 01월,Unnamed: 125,2020년 02월,Unnamed: 127,2020년 03월,Unnamed: 129,2020년 04월,Unnamed: 131,2020년 05월,Unnamed: 133,2020년 06월,Unnamed: 135,2020년 07월,Unnamed: 137,2020년 08월,Unnamed: 139,2020년 09월,Unnamed: 141,2020년 10월,Unnamed: 143,2020년 11월,Unnamed: 145,2020년 12월,Unnamed: 147
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
,,도심권,,90.312,0.3,90.718,0.45,91.25,0.59,91.826,0.63,92.117,0.32,92.513,0.43,92.873,0.39,93.195,0.35,93.512,0.34,94.088,0.62,94.524,0.46,94.826,0.32,94.986,0.17,95.155,0.18,95.338,0.19,95.503,0.17,95.778,0.29,96.006,0.24,96.365,0.37,96.622,0.27,96.824,0.21,97.164,0.35,97.55,0.4,97.767,0.22,97.94,0.18,98.069,0.13,98.286,0.22,98.551,0.27,98.815,0.27,99.014,0.2,99.231,0.22,99.435,0.21,99.603,0.17,99.773,0.17,100,0.23,100.197,0.2,100.305,0.11,100.606,0.3,100.794,0.19,100.811,0.02,100.857,0.05,101.001,0.14,101.076,0.07,101.276,0.2,101.57,0.29,101.821,0.25,101.711,-0.11,101.447,-0.26,101.182,-0.26,100.727,-0.45,100.313,-0.41,100.044,-0.27,99.862,-0.18,99.75,-0.11,99.661,-0.09,99.651,-0.01,99.719,0.07,99.911,0.19,100.183,0.27,100.589,0.41,100.964,0.37,101.183,0.22,101.344,0.16,101.469,0.12,101.537,0.07,101.723,0.18,102.003,0.28,102.427,0.42,102.787,0.35,103.132,0.34,103.538,0.39,104.452,0.88
,,,종로구,88.804,0.17,88.947,0.16,89.637,0.78,90.204,0.63,90.49,0.32,90.826,0.37,91.141,0.35,91.343,0.22,91.83,0.53,92.308,0.52,92.874,0.61,93.08,0.22,93.203,0.13,93.295,0.1,93.38,0.09,93.521,0.15,93.937,0.44,94.187,0.27,94.696,0.54,95.122,0.45,95.343,0.23,95.794,0.47,96.286,0.51,96.581,0.31,96.754,0.18,96.947,0.2,97.255,0.32,97.589,0.34,97.846,0.26,98.211,0.37,98.714,0.51,99.221,0.51,99.392,0.17,99.62,0.23,100,0.38,100.221,0.22,100.78,0.56,101.255,0.47,101.842,0.58,102.007,0.16,102.331,0.32,103.074,0.73,103.421,0.34,103.526,0.1,104.184,0.64,104.302,0.11,104.726,0.41,104.541,-0.18,104.366,-0.17,104.102,-0.25,103.114,-0.95,102.694,-0.41,102.465,-0.22,102.419,-0.04,102.334,-0.08,102.311,-0.02,102.385,0.07,102.532,0.14,102.819,0.28,103.221,0.39,103.692,0.46,103.841,0.14,104.033,0.19,104.13,0.09,104.223,0.09,104.432,0.2,104.712,0.27,104.835,0.12,105.029,0.18,105.197,0.16,105.421,0.21,106.104,0.65
,,,중구,90.103,0.17,90.67,0.63,91.276,0.67,91.811,0.59,91.991,0.2,92.465,0.51,92.726,0.28,93.042,0.34,93.421,0.41,94.057,0.68,94.459,0.43,94.934,0.5,95.021,0.09,95.122,0.11,95.236,0.12,95.357,0.13,95.494,0.14,95.711,0.23,95.985,0.29,96.301,0.33,96.448,0.15,96.678,0.24,97.004,0.34,97.129,0.13,97.231,0.11,97.314,0.09,97.466,0.16,97.681,0.22,97.787,0.11,98,0.22,98.399,0.41,98.778,0.39,99.224,0.45,99.538,0.32,100,0.46,100.557,0.56,100.744,0.19,101.242,0.49,101.443,0.2,101.378,-0.06,101.357,-0.02,101.326,-0.03,101.434,0.11,101.696,0.26,102.052,0.35,102.612,0.55,102.653,0.04,102.619,-0.03,102.418,-0.2,102.159,-0.25,101.879,-0.27,101.771,-0.11,101.673,-0.1,101.594,-0.08,101.456,-0.14,101.343,-0.11,101.441,0.1,101.609,0.17,101.797,0.18,101.979,0.18,102.3,0.31,102.537,0.23,102.672,0.13,102.686,0.01,102.698,0.01,102.745,0.05,102.967,0.22,103.383,0.4,103.695,0.3,103.998,0.29,104.338,0.33,105.007,0.64
,,,용산구,90.999,0.41,91.42,0.46,91.851,0.47,92.452,0.65,92.804,0.38,93.182,0.41,93.614,0.46,93.984,0.4,94.201,0.23,94.783,0.62,95.187,0.43,95.434,0.26,95.647,0.22,95.883,0.25,96.142,0.27,96.339,0.2,96.634,0.31,96.859,0.23,97.205,0.36,97.366,0.17,97.59,0.23,97.945,0.36,98.322,0.39,98.558,0.24,98.77,0.22,98.899,0.13,99.115,0.22,99.38,0.27,99.732,0.35,99.861,0.13,99.87,0.01,99.865,-0.01,99.884,0.02,99.955,0.07,100,0.05,99.977,-0.02,99.875,-0.1,99.997,0.12,100.033,0.04,100.045,0.01,100.03,-0.01,100.061,0.03,100.019,-0.04,100.216,0.2,100.346,0.13,100.467,0.12,100.082,-0.38,99.659,-0.42,99.326,-0.34,98.694,-0.64,98.407,-0.29,98.101,-0.31,97.889,-0.22,97.734,-0.16,97.672,-0.06,97.723,0.05,97.772,0.05,97.995,0.23,98.308,0.32,98.841,0.54,99.209,0.37,99.447,0.24,99.609,0.16,99.81,0.2,99.899,0.09,100.156,0.26,100.47,0.31,101.021,0.55,101.48,0.45,101.922,0.44,102.441,0.51,103.595,1.13
,,동북권,,86.872,0.29,87.34,0.54,88.007,0.76,89.011,1.14,89.75,0.83,90.499,0.83,91.29,0.87,92.108,0.9,93.293,1.29,94.441,1.23,95.666,1.3,96.426,0.8,96.705,0.29,96.936,0.24,97.121,0.19,97.288,0.17,97.485,0.2,97.704,0.23,97.948,0.25,98.143,0.2,98.307,0.17,98.573,0.27,98.888,0.32,99.017,0.13,99.051,0.03,99.061,0.01,99.105,0.04,99.181,0.08,99.365,0.19,99.555,0.19,99.664,0.11,99.706,0.04,99.823,0.12,99.887,0.06,100,0.11,100.112,0.11,100.234,0.12,100.398,0.16,100.49,0.09,100.394,-0.1,100.295,-0.1,100.236,-0.06,100.228,-0.01,100.348,0.12,100.455,0.11,100.625,0.17,100.714,0.09,100.701,-0.01,100.574,-0.13,100.211,-0.36,99.7,-0.51,99.464,-0.24,99.386,-0.08,99.33,-0.06,99.347,0.02,99.453,0.11,99.571,0.12,99.833,0.26,100.076,0.24,100.338,0.26,100.601,0.26,100.765,0.16,100.918,0.15,100.991,0.07,101.004,0.01,101.173,0.17,101.517,0.34,102.023,0.5,102.608,0.57,103.111,0.49,103.614,0.49,104.361,0.72
,,,성동구,85.19,0.31,85.879,0.81,86.965,1.26,88.856,2.17,89.389,0.6,90.117,0.81,91.078,1.07,92.202,1.23,93.112,0.99,94.337,1.32,95.384,1.11,96.36,1.02,96.75,0.41,96.871,0.12,97.026,0.16,97.258,0.24,97.495,0.24,97.791,0.3,98.021,0.23,98.217,0.2,98.354,0.14,98.563,0.21,98.7,0.14,98.727,0.03,98.596,-0.13,98.54,-0.06,98.61,0.07,98.805,0.2,99.08,0.28,99.286,0.21,99.444,0.16,99.43,-0.01,99.648,0.22,99.773,0.13,100,0.23,100.502,0.5,101.092,0.59,101.284,0.19,101.442,0.16,100.903,-0.53,100.538,-0.36,100.236,-0.3,100.035,-0.2,99.88,-0.15,99.946,0.07,100.416,0.47,100.749,0.33,100.894,0.14,100.615,-0.28,100.173,-0.44,99.716,-0.46,99.447,-0.27,99.228,-0.22,99.106,-0.12,99.162,0.06,99.328,0.17,99.508,0.18,99.969,0.46,100.448,0.48,101.014,0.56,101.36,0.34,101.591,0.23,101.842,0.25,102.065,0.22,102.123,0.06,102.374,0.25,102.813,0.43,103.555,0.72,104.127,0.55,104.722,0.57,105.186,0.44,106.054,0.83
,,,광진구,86.566,0.38,86.951,0.44,87.341,0.45,88.199,0.98,89.038,0.95,89.678,0.72,90.67,1.11,91.779,1.22,92.962,1.29,94.269,1.41,95.635,1.45,96.583,0.99,96.824,0.25,97.156,0.34,97.412,0.26,97.611,0.21,97.747,0.14,97.728,-0.02,97.726,0,97.913,0.19,97.961,0.05,98.161,0.2,98.549,0.4,98.689,0.14,98.721,0.03,98.713,-0.01,98.682,-0.03,98.584,-0.1,98.588,0,98.842,0.26,99.105,0.27,99.279,0.18,99.47,0.19,99.594,0.12,100,0.41,100.729,0.73,101.543,0.81,102.183,0.63,102.188,0,102.021,-0.16,101.677,-0.34,101.471,-0.2,101.096,-0.37,101.008,-0.09,101.028,0.02,101.124,0.1,101.157,0.03,101.152,-0.01,100.829,-0.32,100.404,-0.42,100.068,-0.33,99.755,-0.31,99.707,-0.05,99.707,0,99.8,0.09,100.03,0.23,100.301,0.27,100.639,0.34,100.948,0.31,101.475,0.52,101.825,0.35,101.93,0.1,102.004,0.07,102.106,0.1,102.134,0.03,102.313,0.17,102.584,0.26,103.149,0.55,103.668,0.5,104.005,0.33,104.305,0.29,105.088,0.75
,,,동대문구,84.712,0.29,85.523,0.96,86.664,1.33,87.554,1.03,88.268,0.82,89.145,0.99,89.968,0.92,90.798,0.92,92.033,1.36,93.303,1.38,94.194,0.96,95.036,0.89,95.11,0.08,95.283,0.18,95.588,0.32,95.889,0.31,96.179,0.3,96.601,0.44,97.209,0.63,97.477,0.28,97.656,0.18,98.04,0.39,98.364,0.33,98.469,0.11,98.495,0.03,98.504,0.01,98.581,0.08,98.766,0.19,99.152,0.39,99.412,0.26,99.544,0.13,99.637,0.09,99.744,0.11,99.849,0.11,100,0.15,100.06,0.06,100.115,0.05,100.199,0.08,100.276,0.08,100.296,0.02,100.183,-0.11,100.108,-0.08,99.962,-0.15,100.123,0.16,100.365,0.24,100.571,0.21,100.621,0.05,100.544,-0.08,100.37,-0.17,100.129,-0.24,99.597,-0.53,99.405,-0.19,99.388,-0.02,99.376,-0.01,99.327,-0.05,99.362,0.03,99.44,0.08,99.601,0.16,99.738,0.14,99.833,0.1,99.977,0.14,100.145,0.17,100.425,0.28,100.553,0.13,100.585,0.03,100.69,0.1,100.957,0.27,101.388,0.43,102.083,0.69,102.451,0.36,102.846,0.39,103.521,0.66
,,,중랑구,89.37,0.24,89.578,0.23,89.847,0.3,90.16,0.35,90.54,0.42,91.002,0.51,91.603,0.66,92.105,0.55,92.761,0.71,93.681,0.99,95.239,1.66,96.043,0.84,96.601,0.58,96.888,0.3,96.992,0.11,97.109,0.12,97.178,0.07,97.231,0.06,97.333,0.1,97.501,0.17,97.641,0.14,97.944,0.31,98.259,0.32,98.36,0.1,98.36,0,98.342,-0.02,98.387,0.05,98.535,0.15,98.815,0.28,99.136,0.32,99.398,0.26,99.563,0.17,99.726,0.16,99.801,0.08,100,0.2,100.329,0.33,100.486,0.16,100.687,0.2,100.747,0.06,100.8,0.05,100.876,0.08,101.156,0.28,101.374,0.21,101.529,0.15,101.641,0.11,101.753,0.11,101.725,-0.03,101.698,-0.03,101.583,-0.11,101.358,-0.22,101.217,-0.14,101.091,-0.13,101.023,-0.07,100.958,-0.06,100.877,-0.08,100.841,-0.04,100.895,0.05,101.007,0.11,101.115,0.11,101.17,0.06,101.218,0.05,101.285,0.07,101.315,0.03,101.328,0.01,101.32,-0.01,101.38,0.06,101.58,0.2,102.081,0.49,102.591,0.5,103.066,0.46,103.381,0.31,104.102,0.7
,,,성북구,87.034,0.36,87.346,0.36,87.738,0.45,88.315,0.66,88.964,0.73,89.668,0.79,90.422,0.84,91.237,0.9,92.069,0.91,92.997,1.01,94.167,1.26,94.708,0.57,94.899,0.2,95.12,0.23,95.26,0.15,95.333,0.08,95.556,0.23,96.021,0.49,96.584,0.59,96.935,0.36,97.393,0.47,97.923,0.54,98.402,0.49,98.813,0.42,99.064,0.25,99.103,0.04,99.096,-0.01,99.092,0,99.107,0.02,99.11,0,99.155,0.05,99.344,0.19,99.569,0.23,99.798,0.23,100,0.2,100.277,0.28,100.618,0.34,101.196,0.57,101.957,0.75,102.05,0.09,102.106,0.05,102.133,0.03,102.368,0.23,102.612,0.24,102.757,0.14,102.831,0.07,102.877,0.04,102.864,-0.01,102.697,-0.16,101.906,-0.77,101.126,-0.76,100.706,-0.42,100.609,-0.1,100.473,-0.14,100.484,0.01,100.605,0.12,100.726,0.12,100.902,0.17,101.187,0.28,101.474,0.28,101.834,0.35,102.09,0.25,102.387,0.29,102.616,0.22,102.726,0.11,102.884,0.15,103.224,0.33,103.733,0.49,104.462,0.7,105.084,0.6,105.712,0.6,106.448,0.7
,,,강북구,87.329,0.46,87.845,0.59,88.796,1.08,89.834,1.17,90.675,0.94,91.661,1.09,92.224,0.61,92.626,0.44,93.909,1.38,95.071,1.24,96.126,1.11,96.913,0.82,97.102,0.19,97.253,0.16,97.42,0.17,97.504,0.09,97.735,0.24,97.853,0.12,97.981,0.13,98.298,0.32,98.408,0.11,98.608,0.2,99.06,0.46,99.141,0.08,99.162,0.02,99.179,0.02,99.222,0.04,99.086,-0.14,99.148,0.06,99.302,0.16,99.457,0.16,99.57,0.11,99.761,0.19,99.855,0.09,100,0.14,100.175,0.18,100.22,0.04,100.787,0.56,100.718,-0.07,100.575,-0.14,100.783,0.21,100.95,0.17,101.118,0.17,101.549,0.43,102.2,0.64,102.735,0.52,103.034,0.29,103.005,-0.03,102.81,-0.19,101.928,-0.86,100.035,-1.86,99.52,-0.52,99.536,0.02,99.73,0.19,99.937,0.21,100.126,0.19,100.318,0.19,100.723,0.4,100.823,0.1,100.973,0.15,101.408,0.43,101.789,0.38,102.168,0.37,102.45,0.28,102.674,0.22,103.07,0.39,103.505,0.42,104.264,0.73,104.861,0.57,105.193,0.32,105.577,0.37,106.374,0.75
,,,도봉구,89.323,0.56,89.636,0.35,90.07,0.48,90.61,0.6,91.009,0.44,91.613,0.66,92.176,0.61,92.868,0.75,93.895,1.11,94.813,0.98,96.088,1.35,96.829,0.77,97.297,0.48,97.724,0.44,97.921,0.2,98.112,0.19,98.366,0.26,98.641,0.28,98.889,0.25,99.094,0.21,99.27,0.18,99.539,0.27,99.767,0.23,99.796,0.03,99.793,0,99.83,0.04,99.912,0.08,99.959,0.05,100.015,0.06,100.024,0.01,100.103,0.08,100.058,-0.04,100.117,0.06,100.042,-0.07,100,-0.04,99.766,-0.23,99.542,-0.22,99.384,-0.16,99.307,-0.08,99.284,-0.02,99.315,0.03,99.374,0.06,99.457,0.08,99.55,0.09,99.59,0.04,99.652,0.06,99.675,0.02,99.55,-0.13,99.396,-0.15,98.896,-0.5,98.168,-0.74,97.971,-0.2,97.832,-0.14,97.791,-0.04,97.761,-0.03,97.823,0.06,97.867,0.04,97.952,0.09,98.178,0.23,98.398,0.22,98.449,0.05,98.612,0.16,98.75,0.14,98.822,0.07,98.836,0.01,99.003,0.17,99.282,0.28,99.606,0.33,100.057,0.45,100.499,0.44,101.022,0.52,101.606,0.58
,,,노원구,86.228,0.09,86.737,0.59,87.473,0.85,88.866,1.59,89.951,1.22,90.826,0.97,91.723,0.99,92.595,0.95,94.24,1.78,95.559,1.4,96.859,1.36,97.57,0.73,97.773,0.21,97.953,0.18,98.137,0.19,98.288,0.15,98.449,0.16,98.554,0.11,98.643,0.09,98.724,0.08,98.795,0.07,98.93,0.14,99.226,0.3,99.332,0.11,99.359,0.03,99.378,0.02,99.424,0.05,99.522,0.1,99.764,0.24,100.038,0.27,100.069,0.03,100,-0.07,100.016,0.02,100.011,0,100,-0.01,99.853,-0.15,99.748,-0.1,99.704,-0.04,99.615,-0.09,99.484,-0.13,99.291,-0.19,99.105,-0.19,99.038,-0.07,99.174,0.14,99.178,0,99.292,0.12,99.374,0.08,99.386,0.01,99.421,0.04,99.369,-0.05,99.17,-0.2,99.03,-0.14,98.998,-0.03,98.924,-0.08,98.953,0.03,99.079,0.13,99.193,0.12,99.541,0.35,99.773,0.23,100.013,0.24,100.36,0.35,100.458,0.1,100.475,0.02,100.367,-0.11,100.273,-0.09,100.432,0.16,100.847,0.41,101.315,0.46,101.893,0.57,102.461,0.56,103.084,0.61,103.885,0.78
,,서북권,,85.815,0.3,86.018,0.24,86.622,0.7,87.214,0.68,87.55,0.39,88.047,0.57,88.561,0.58,89.043,0.54,89.735,0.78,90.645,1.01,91.509,0.95,92.013,0.55,92.4,0.42,92.747,0.38,92.994,0.27,93.258,0.28,93.68,0.45,94.341,0.71,94.919,0.61,95.445,0.55,95.778,0.35,96.296,0.54,96.849,0.57,97.181,0.34,97.408,0.23,97.65,0.25,97.951,0.31,98.325,0.38,98.649,0.33,98.939,0.29,99.062,0.12,99.288,0.23,99.493,0.21,99.741,0.25,100,0.26,100.064,0.06,100.306,0.24,100.588,0.28,100.75,0.16,100.828,0.08,100.869,0.04,100.872,0,101.063,0.19,101.234,0.17,101.529,0.29,101.83,0.3,101.754,-0.07,101.358,-0.39,100.912,-0.44,100.452,-0.46,99.82,-0.63,99.291,-0.53,99.164,-0.13,99.152,-0.01,99.155,0,99.225,0.07,99.306,0.08,99.493,0.19,99.692,0.2,99.997,0.31,100.321,0.32,100.649,0.33,100.871,0.22,101.049,0.18,101.178,0.13,101.416,0.23,101.877,0.45,102.484,0.6,103.022,0.52,103.444,0.41,104.038,0.57,105.066,0.99
,,,은평구,86.067,0.35,86.232,0.19,86.959,0.84,87.565,0.7,87.895,0.38,88.354,0.52,88.77,0.47,89.377,0.68,90.067,0.77,90.899,0.92,91.904,1.11,92.257,0.38,92.503,0.27,92.722,0.24,92.849,0.14,93.039,0.2,93.375,0.36,93.958,0.62,94.588,0.67,95.018,0.45,95.374,0.37,95.912,0.56,96.491,0.6,96.773,0.29,96.96,0.19,97.292,0.34,97.526,0.24,97.879,0.36,98.17,0.3,98.577,0.41,98.785,0.21,99.041,0.26,99.42,0.38,99.73,0.31,100,0.27,99.859,-0.14,99.902,0.04,100.094,0.19,100.315,0.22,100.403,0.09,100.509,0.11,100.469,-0.04,100.565,0.1,100.563,0,100.712,0.15,100.819,0.11,100.752,-0.07,100.639,-0.11,100.348,-0.29,99.971,-0.38,99.15,-0.82,98.621,-0.53,98.517,-0.11,98.436,-0.08,98.514,0.08,98.581,0.07,98.741,0.16,98.97,0.23,99.207,0.24,99.431,0.23,99.628,0.2,99.861,0.23,99.992,0.13,100.092,0.1,100.145,0.05,100.269,0.12,100.595,0.32,101.064,0.47,101.498,0.43,101.924,0.42,102.397,0.46,103.265,0.85
,,,서대문구,84.63,0.39,84.935,0.36,85.675,0.87,86.392,0.84,86.705,0.36,87.319,0.71,87.896,0.66,88.442,0.62,89.275,0.94,90.332,1.18,91.109,0.86,91.836,0.8,92.306,0.51,92.607,0.33,92.883,0.3,93.175,0.31,93.627,0.49,94.223,0.64,94.624,0.43,95.181,0.59,95.539,0.38,96.15,0.64,96.746,0.62,97.057,0.32,97.305,0.26,97.473,0.17,97.843,0.38,98.263,0.43,98.548,0.29,98.871,0.33,99.046,0.18,99.28,0.24,99.499,0.22,99.737,0.24,100,0.26,100.251,0.25,100.366,0.12,100.683,0.32,100.896,0.21,101.001,0.1,101.17,0.17,101.287,0.12,101.445,0.16,101.453,0.01,101.543,0.09,101.569,0.03,101.452,-0.11,101.061,-0.39,100.461,-0.59,99.887,-0.57,99.324,-0.56,99.048,-0.28,98.966,-0.08,98.904,-0.06,98.949,0.05,98.97,0.02,98.972,0,99.044,0.07,99.182,0.14,99.442,0.26,99.662,0.22,99.776,0.11,99.879,0.1,99.958,0.08,99.996,0.04,100.101,0.1,100.372,0.27,100.766,0.39,101.042,0.27,101.39,0.34,101.844,0.45,102.594,0.74
,,,마포구,86.39,0.2,86.55,0.19,86.965,0.48,87.458,0.57,87.815,0.41,88.258,0.5,88.806,0.62,89.142,0.38,89.734,0.66,90.601,0.97,91.412,0.9,91.876,0.51,92.317,0.48,92.801,0.52,93.124,0.35,93.427,0.33,93.898,0.5,94.668,0.82,95.33,0.7,95.912,0.61,96.211,0.31,96.657,0.46,97.164,0.53,97.545,0.39,97.788,0.25,98.012,0.23,98.318,0.31,98.677,0.36,99.05,0.38,99.236,0.19,99.266,0.03,99.467,0.2,99.54,0.07,99.751,0.21,100,0.25,100.085,0.08,100.574,0.49,100.903,0.33,100.981,0.08,101.032,0.05,100.925,-0.11,100.879,-0.05,101.169,0.29,101.595,0.42,102.156,0.55,102.815,0.65,102.763,-0.05,102.139,-0.61,101.686,-0.44,101.246,-0.43,100.711,-0.53,99.992,-0.71,99.816,-0.18,99.895,0.08,99.806,-0.09,99.916,0.11,99.995,0.08,100.233,0.24,100.449,0.22,100.851,0.4,101.358,0.5,101.927,0.56,102.315,0.38,102.634,0.31,102.895,0.25,103.329,0.42,104.051,0.7,104.939,0.85,105.769,0.79,106.244,0.45,107.049,0.76,108.433,1.29
,강남지역,,,85.635,0.48,86.352,0.84,87.242,1.03,88.502,1.44,89.389,1,90.414,1.15,91.108,0.77,91.671,0.62,92.539,0.95,93.257,0.78,94.182,0.99,94.947,0.81,95.303,0.38,95.503,0.21,95.624,0.13,95.761,0.14,95.929,0.18,96.143,0.22,96.391,0.26,96.518,0.13,96.652,0.14,96.86,0.21,97.152,0.3,97.284,0.14,97.338,0.06,97.368,0.03,97.559,0.2,97.796,0.24,98.097,0.31,98.647,0.56,99.002,0.36,99.417,0.42,99.532,0.12,99.694,0.16,100,0.31,100.294,0.29,100.643,0.35,100.842,0.2,100.442,-0.4,99.832,-0.61,99.128,-0.71,98.712,-0.42,98.769,0.06,99.165,0.4,99.704,0.54,99.958,0.26,99.877,-0.08,99.575,-0.3,98.802,-0.78,97.863,-0.95,97.162,-0.72,96.838,-0.33,96.66,-0.18,96.594,-0.07,96.625,0.03,96.811,0.19,97.022,0.22,97.464,0.45,98.001,0.55,98.821,0.84,99.891,1.08,100.171,0.28,100.331,0.16,100.45,0.12,100.531,0.08,100.814,0.28,101.339,0.52,102.118,0.77,102.78,0.65,103.286,0.49,104.349,1.03,105.495,1.1
,,서남권,,84.513,0.29,84.923,0.49,85.444,0.61,86.148,0.82,86.926,0.9,87.907,1.13,88.557,0.74,89.055,0.56,89.927,0.98,90.679,0.84,91.755,1.19,92.805,1.14,93.399,0.64,93.699,0.32,93.883,0.2,94.149,0.28,94.462,0.33,94.938,0.5,95.413,0.5,95.828,0.43,96.136,0.32,96.518,0.4,97.001,0.5,97.235,0.24,97.362,0.13,97.438,0.08,97.673,0.24,97.992,0.33,98.302,0.32,98.748,0.45,99.028,0.28,99.346,0.32,99.483,0.14,99.635,0.15,100,0.37,100.277,0.28,100.587,0.31,100.995,0.41,100.814,-0.18,100.386,-0.42,100.105,-0.28,100.004,-0.1,100.288,0.28,100.615,0.33,101.106,0.49,101.408,0.3,101.374,-0.03,101.292,-0.08,100.909,-0.38,100.499,-0.41,100.11,-0.39,99.778,-0.33,99.587,-0.19,99.487,-0.1,99.5,0.01,99.621,0.12,99.843,0.22,100.333,0.49,100.961,0.63,101.617,0.65,102.422,0.79,102.659,0.23,102.786,0.12,102.859,0.07,102.891,0.03,103.036,0.14,103.323,0.28,103.854,0.51,104.394,0.52,104.882,0.47,105.535,0.62,106.427,0.85
,,,양천구,85.439,0.11,86,0.66,86.634,0.74,87.288,0.76,88.187,1.03,89.277,1.24,89.72,0.5,90.187,0.52,91.306,1.24,92.016,0.78,92.742,0.79,93.695,1.03,94.109,0.44,94.399,0.31,94.582,0.19,94.774,0.2,95.052,0.29,95.574,0.55,96.032,0.48,96.569,0.56,97.11,0.56,97.386,0.28,98.152,0.79,98.589,0.45,98.632,0.04,98.474,-0.16,98.499,0.03,98.584,0.09,98.665,0.08,99.095,0.44,99.255,0.16,99.307,0.05,99.439,0.13,99.628,0.19,100,0.37,100.332,0.33,101.168,0.83,101.911,0.73,101.502,-0.4,100.317,-1.17,99.757,-0.56,99.939,0.18,100.611,0.67,101.115,0.5,101.605,0.48,101.82,0.21,101.836,0.02,101.893,0.06,101.75,-0.14,101.462,-0.28,100.952,-0.5,100.338,-0.61,100.085,-0.25,99.925,-0.16,99.9,-0.03,100.021,0.12,100.187,0.17,100.762,0.57,101.836,1.07,103.103,1.24,104.815,1.66,105.085,0.26,104.974,-0.11,104.79,-0.18,104.605,-0.18,104.618,0.01,104.888,0.26,105.276,0.37,105.71,0.41,106.091,0.36,106.601,0.48,107.415,0.76
